"תאריך","הגרלה","_1_","_2_","_3_","_4_","_5_","_6_","_7_","_8_","_9_","_10_","_11_","_12_","_13_","_14_","_15_","_16_","_17_","מספר_הזוכים_בפרס_הראשון"
"06/11/12","5858","08","09","10","30","35","39","46","51","55","56","57","60","61","62","67","69","70","0"
"05/11/12","5857","04","20","30","31","33","37","41","42","43","44","45","46","52","55","56","59","69","1"
"05/11/12","5856","01","05","08","12","13","14","19","27","28","34","42","48","52","54","63","64","70","0"
"04/11/12","5855","01","08","11","22","24","25","33","41","49","56","60","62","63","64","67","68","69","0"
"04/11/12","5854","05","07","14","16","17","20","27","33","38","39","42","43","48","52","58","59","70","0"
"03/11/12","5853","04","09","12","15","19","22","30","32","34","39","41","44","46","49","53","64","65","1"
"02/11/12","5852","01","03","06","10","13","17","21","22","27","33","34","38","42","49","62","65","67","1"
"01/11/12","5851","04","08","14","16","19","29","35","38","41","45","49","54","60","63","66","67","68","0"
"01/11/12","5850","01","02","07","11","18","22","23","25","28","33","34","41","42","48","55","62","70","1"
"31/10/12","5849","02","03","05","10","14","18","19","26","27","30","39","40","44","62","66","69","70","1"
"31/10/12","5848","03","05","12","14","19","25","26","29","37","39","40","50","56","58","60","63","65","1"
"30/10/12","5847","05","09","10","11","14","19","20","26","32","34","37","43","45","58","59","65","70","1"
"30/10/12","5846","02","03","04","06","09","21","22","26","31","41","46","49","51","60","62","64","67","0"
"29/10/12","5845","16","18","21","22","24","34","35","36","39","41","44","45","46","48","61","64","68","1"
"29/10/12","5844","04","09","13","14","17","18","25","26","33","40","44","51","53","55","59","65","68","0"
"28/10/12","5843","01","02","05","09","13","17","19","20","21","24","26","35","42","44","46","56","69","0"
"28/10/12","5842","08","15","16","21","22","26","41","42","44","45","46","47","52","54","57","58","63","0"
"27/10/12","5841","05","06","08","13","15","26","29","32","38","39","40","41","50","58","60","64","70","0"
"26/10/12","5840","01","03","08","10","15","17","31","32","37","45","47","53","58","61","62","68","69","0"
"25/10/12","5839","01","07","09","32","38","39","41","42","46","48","50","51","52","58","60","64","65","0"
"25/10/12","5838","05","11","12","15","18","33","34","37","39","40","43","56","57","60","61","67","69","1"
"24/10/12","5837","01","02","04","06","09","11","28","34","36","37","45","51","58","62","64","66","70","0"
"24/10/12","5836","02","04","06","23","25","29","33","36","39","42","43","44","47","51","56","61","67","0"
"23/10/12","5835","08","15","27","28","30","36","41","43","44","45","46","49","51","54","55","56","57","0"
"23/10/12","5834","01","04","11","15","23","30","31","32","34","39","40","45","55","59","60","64","69","0"
"22/10/12","5833","07","09","14","17","29","34","38","41","43","50","59","62","66","67","68","69","70","1"
"22/10/12","5832","08","12","21","25","26","35","37","45","46","47","48","51","52","53","56","69","70","1"
"21/10/12","5831","04","06","11","17","26","28","33","36","37","41","42","45","57","59","61","62","63","1"
"21/10/12","5830","01","10","11","18","19","21","33","35","38","39","41","49","51","52","54","57","63","0"
"20/10/12","5829","01","04","06","21","23","25","31","39","44","52","56","58","61","62","68","69","70","0"
"19/10/12","5828","04","05","19","21","22","23","29","30","32","36","39","55","57","59","62","65","68","0"
"18/10/12","5827","09","29","31","40","41","44","51","52","54","56","57","59","60","62","67","68","69","0"
"18/10/12","5826","03","09","12","13","14","15","20","34","39","45","46","51","56","57","61","65","66","0"
"17/10/12","5825","04","05","08","09","10","16","18","19","26","27","41","50","55","57","58","59","67","2"
"17/10/12","5824","12","13","29","30","31","34","36","37","40","42","43","50","51","56","61","63","70","0"
"16/10/12","5823","05","08","11","12","20","27","31","33","37","39","40","42","46","53","59","62","69","2"
"16/10/12","5822","02","03","18","28","32","34","43","44","45","52","54","55","58","64","66","67","68","0"
"15/10/12","5821","01","11","15","16","19","22","29","36","37","39","41","46","53","55","56","58","67","0"
"15/10/12","5820","01","04","16","19","21","24","25","29","34","41","42","49","51","57","65","66","69","0"
"14/10/12","5819","02","03","15","20","28","30","32","38","41","46","50","52","53","54","61","63","67","0"
"14/10/12","5818","01","06","11","15","22","27","29","34","38","39","40","41","44","54","61","63","64","1"
"13/10/12","5817","03","07","17","19","25","29","37","38","39","41","43","49","51","53","62","65","66","1"
"12/10/12","5816","03","08","09","11","15","29","30","32","36","37","41","43","46","51","57","60","67","0"
"11/10/12","5815","03","05","08","15","24","27","29","38","41","47","48","50","51","56","57","64","69","0"
"11/10/12","5814","02","06","10","11","13","17","29","44","46","51","53","54","56","60","61","64","65","2"
"10/10/12","5813","02","03","11","16","19","23","30","33","38","40","42","47","49","57","62","66","70","0"
"10/10/12","5812","01","05","06","13","17","19","22","30","31","32","34","37","46","47","51","52","55","1"
"09/10/12","5811","07","12","13","16","22","23","25","28","32","35","40","47","48","49","54","61","62","0"
"09/10/12","5810","01","03","06","08","09","11","18","19","24","27","32","35","41","42","62","65","67","0"
"08/10/12","5809","03","04","06","07","10","14","15","17","28","37","41","43","47","48","53","59","66","0"
"07/10/12","5808","01","07","10","12","17","19","22","23","24","25","29","41","45","47","49","51","55","0"
"06/10/12","5807","07","08","10","23","27","29","39","40","48","50","51","52","53","58","59","62","67","1"
"05/10/12","5806","01","03","05","08","18","20","21","28","33","36","39","51","53","55","57","58","69","1"
"04/10/12","5805","04","08","12","19","25","26","33","40","44","47","51","52","61","64","66","67","69","0"
"04/10/12","5804","08","11","13","14","16","17","34","38","41","47","48","52","56","62","64","68","69","0"
"03/10/12","5803","03","06","07","11","15","19","26","27","42","46","49","54","58","63","66","69","70","0"
"03/10/12","5802","04","08","11","13","18","20","27","31","36","43","44","45","48","49","53","65","68","0"
"02/10/12","5801","01","02","04","09","10","11","12","13","17","19","22","50","54","55","57","58","60","0"
"02/10/12","5800","01","11","17","20","22","23","30","32","40","41","51","52","55","59","62","63","67","1"
"01/10/12","5799","10","12","14","15","18","20","27","33","34","39","48","49","51","54","55","59","70","1"
"30/09/12","5798","04","08","09","10","18","25","26","27","31","34","35","36","55","57","60","62","63","1"
"29/09/12","5797","01","04","07","10","12","13","25","28","36","37","40","41","44","56","63","69","70","1"
"28/09/12","5796","01","08","14","16","17","19","21","22","23","26","28","29","33","36","39","44","45","2"
"27/09/12","5795","03","06","10","13","17","21","22","30","31","32","36","49","51","53","63","66","67","0"
"27/09/12","5794","03","05","09","18","19","25","28","33","42","44","46","48","49","54","68","69","70","1"
"26/09/12","5793","03","09","11","12","15","17","19","20","29","30","31","34","42","45","54","57","70","0"
"25/09/12","5792","07","08","12","18","20","27","34","38","44","48","54","55","56","59","61","65","66","0"
"24/09/12","5791","04","05","14","18","23","24","25","26","28","29","35","39","42","46","53","61","66","1"
"24/09/12","5790","02","04","07","08","15","24","29","33","36","40","44","47","54","59","61","63","69","0"
"23/09/12","5789","03","06","10","17","22","24","25","27","28","29","43","44","47","48","62","64","66","0"
"23/09/12","5788","01","07","11","15","16","17","20","26","31","35","36","41","50","57","60","61","69","0"
"22/09/12","5787","06","08","16","20","25","26","33","36","44","48","49","51","52","55","58","63","64","0"
"21/09/12","5786","04","15","19","20","22","30","32","36","37","43","56","57","63","64","65","67","70","0"
"20/09/12","5785","12","16","20","22","26","33","41","42","49","51","53","59","65","66","67","68","70","0"
"20/09/12","5784","02","03","04","12","16","19","24","28","30","36","37","42","43","51","55","57","65","0"
"19/09/12","5783","02","08","14","16","25","30","32","35","37","38","41","42","54","55","58","60","68","1"
"19/09/12","5782","04","09","13","14","16","23","28","34","46","47","49","50","53","55","61","67","69","0"
"18/09/12","5781","04","08","15","20","24","26","29","31","42","45","46","47","56","60","64","68","69","0"
"16/09/12","5780","03","06","07","10","11","14","33","36","38","39","41","46","54","55","57","69","70","0"
"15/09/12","5779","03","06","12","15","17","21","22","28","33","41","44","48","57","62","63","64","69","1"
"14/09/12","5778","01","10","13","20","22","23","24","28","39","40","44","49","55","58","59","60","65","1"
"13/09/12","5777","04","06","08","09","13","17","22","24","27","38","45","49","54","56","57","58","59","1"
"13/09/12","5776","01","06","08","13","19","28","35","36","39","43","45","49","50","53","57","66","67","0"
"12/09/12","5775","03","06","15","18","21","31","34","36","39","50","52","55","57","60","67","69","70","0"
"12/09/12","5774","08","09","10","23","24","27","31","34","42","43","47","52","55","60","62","69","70","0"
"11/09/12","5773","03","05","06","16","18","21","29","36","37","38","44","48","51","54","62","66","70","0"
"11/09/12","5772","01","05","08","10","12","16","20","23","27","28","33","39","40","41","44","65","69","1"
"10/09/12","5771","01","03","09","12","18","26","41","44","46","48","50","54","56","64","66","67","68","0"
"10/09/12","5770","01","07","08","17","25","27","30","41","42","48","49","55","56","64","65","67","68","0"
"09/09/12","5769","02","08","11","23","27","28","35","37","42","46","48","53","56","59","60","62","63","0"
"09/09/12","5768","03","05","09","16","22","26","29","35","42","43","45","48","57","61","64","67","70","0"
"08/09/12","5767","05","06","15","22","25","26","27","29","39","43","48","53","55","57","59","66","67","0"
"07/09/12","5766","01","02","16","17","22","23","27","33","37","42","45","48","49","54","61","66","70","0"
"06/09/12","5765","12","18","19","26","27","30","31","32","35","36","37","40","42","48","55","62","68","1"
"06/09/12","5764","02","03","08","10","12","13","20","29","39","41","43","47","48","50","63","67","70","0"
"05/09/12","5763","02","03","06","08","14","15","16","22","27","29","30","42","48","52","53","60","63","1"
"05/09/12","5762","03","06","10","15","27","28","30","31","41","48","51","52","54","56","57","59","62","0"
"04/09/12","5761","03","11","12","20","22","25","27","28","35","39","48","50","51","53","58","65","66","0"
"04/09/12","5760","03","10","12","15","24","25","26","27","32","37","39","54","55","57","60","66","70","2"
"03/09/12","5759","03","05","09","11","14","16","18","23","24","25","28","31","38","40","44","45","66","0"
"03/09/12","5758","02","08","10","15","23","33","37","44","56","57","58","63","64","65","67","68","69","2"
"02/09/12","5757","07","08","13","15","18","19","21","24","26","30","35","40","47","49","58","61","66","1"
"02/09/12","5756","10","16","17","19","30","34","39","40","41","42","50","59","64","65","66","68","69","0"
"01/09/12","5755","02","04","08","09","10","16","19","21","23","32","46","48","54","57","63","65","66","0"
"31/08/12","5754","08","10","14","19","20","21","23","35","36","51","55","57","59","60","61","65","67","0"
"30/08/12","5753","02","10","12","16","21","23","28","32","38","40","42","43","45","48","54","57","64","0"
"30/08/12","5752","03","05","08","13","17","18","20","28","38","39","42","50","51","54","55","58","70","0"
"29/08/12","5751","05","09","16","17","20","25","26","29","31","32","48","51","56","57","66","68","69","1"
"29/08/12","5750","05","11","14","17","21","28","30","33","35","42","49","50","52","64","65","69","70","0"
"28/08/12","5749","03","06","07","09","16","20","23","24","28","38","44","45","50","54","59","60","63","1"
"28/08/12","5748","02","03","05","11","13","34","35","39","41","49","52","57","58","59","63","64","67","1"
"27/08/12","5747","05","08","10","13","15","16","17","18","20","47","49","50","51","54","60","65","68","0"
"27/08/12","5746","07","10","12","13","19","20","22","23","25","35","39","40","43","45","48","54","65","0"
"26/08/12","5745","06","14","18","20","27","34","35","38","40","44","47","54","55","57","60","61","67","1"
"26/08/12","5744","08","11","14","24","28","29","30","37","39","40","41","42","50","52","56","58","62","0"
"25/08/12","5743","04","06","16","19","20","27","30","32","37","45","47","49","50","51","53","61","64","0"
"24/08/12","5742","04","19","21","32","36","41","44","47","52","53","55","60","62","63","67","69","70","0"
"23/08/12","5741","01","02","05","07","08","09","11","16","19","21","27","48","51","55","57","59","61","1"
"23/08/12","5740","05","14","23","25","27","29","30","35","38","41","51","52","53","54","56","60","63","0"
"22/08/12","5739","09","12","14","16","27","35","37","39","40","47","49","52","55","63","65","68","70","0"
"22/08/12","5738","26","28","29","31","37","39","40","48","51","55","56","57","59","62","63","66","68","0"
"21/08/12","5737","01","02","08","13","23","27","35","39","40","45","50","51","52","54","57","62","63","1"
"21/08/12","5736","11","14","19","25","27","28","34","36","38","41","45","47","58","59","64","67","68","2"
"20/08/12","5735","01","05","09","24","37","38","39","40","43","46","48","50","52","58","61","67","69","0"
"20/08/12","5734","06","10","13","16","27","35","41","43","44","48","56","57","61","62","66","68","70","0"
"19/08/12","5733","02","06","12","16","17","22","30","36","44","48","52","53","58","62","63","67","70","0"
"19/08/12","5732","07","16","22","23","32","33","34","36","43","46","51","53","61","63","64","68","69","0"
"18/08/12","5731","01","15","16","26","28","32","33","34","37","39","41","45","46","52","55","67","70","0"
"17/08/12","5730","04","06","09","13","16","23","29","31","33","36","38","40","50","53","56","59","60","0"
"16/08/12","5729","01","02","08","11","13","14","16","31","33","45","46","51","55","58","60","62","63","0"
"16/08/12","5728","02","11","13","18","22","25","31","32","39","41","48","52","53","57","59","61","64","0"
"15/08/12","5727","11","12","13","16","18","22","25","34","39","40","43","45","52","57","65","68","69","0"
"15/08/12","5726","01","02","04","06","07","12","15","18","27","30","41","44","45","50","53","56","69","0"
"14/08/12","5725","06","16","17","18","24","29","31","35","38","40","44","45","50","55","60","61","69","0"
"14/08/12","5724","01","02","05","06","07","10","11","18","19","23","25","26","46","48","51","64","68","0"
"13/08/12","5723","04","06","11","13","16","22","25","28","32","34","35","37","38","44","45","50","55","0"
"13/08/12","5722","05","07","15","24","27","28","32","33","35","38","49","51","53","54","56","61","67","0"
"12/08/12","5721","04","11","17","20","24","26","28","31","34","36","42","52","57","58","60","62","70","1"
"12/08/12","5720","13","16","24","27","30","35","40","43","47","48","50","54","55","57","62","63","64","0"
"11/08/12","5719","01","02","05","09","12","17","21","24","26","35","37","40","42","54","56","64","70","2"
"10/08/12","5718","07","11","15","20","25","27","28","32","38","39","52","56","57","59","62","64","67","0"
"09/08/12","5717","02","04","05","09","11","12","15","27","44","46","54","56","58","60","67","68","69","0"
"09/08/12","5716","04","06","07","11","19","25","29","30","40","46","52","56","58","62","63","64","68","0"
"08/08/12","5715","04","18","26","27","33","35","37","40","41","43","51","53","54","58","62","68","69","0"
"08/08/12","5714","01","02","09","14","18","20","21","22","25","28","34","36","45","47","50","58","68","0"
"07/08/12","5713","01","03","10","17","20","27","28","36","38","45","52","53","56","62","63","66","69","1"
"07/08/12","5712","03","08","10","16","18","25","28","31","37","40","46","48","49","58","61","63","70","2"
"06/08/12","5711","02","03","04","05","06","13","19","24","36","41","43","45","47","55","56","65","70","1"
"06/08/12","5710","01","08","09","16","24","27","28","31","32","34","36","39","44","45","46","69","70","1"
"05/08/12","5709","01","02","06","10","20","21","23","28","31","36","38","39","44","50","60","66","69","0"
"05/08/12","5708","02","06","09","11","12","34","36","43","47","48","49","60","62","63","65","68","69","1"
"04/08/12","5707","02","08","11","21","24","32","33","35","36","40","51","52","55","57","60","61","64","1"
"03/08/12","5706","02","04","08","13","19","20","24","33","37","43","49","50","53","55","58","61","68","1"
"02/08/12","5705","03","06","08","15","17","28","33","37","41","42","47","55","56","62","64","65","66","1"
"02/08/12","5704","02","11","16","26","29","30","34","39","44","48","52","54","59","60","61","63","64","0"
"01/08/12","5703","15","18","22","24","25","26","28","35","41","42","44","45","46","47","53","60","62","2"
"01/08/12","5702","04","11","12","13","16","27","30","31","39","42","44","47","51","57","58","64","70","0"
"31/07/12","5701","02","05","09","12","14","18","23","31","42","44","48","49","57","58","63","68","70","0"
"31/07/12","5700","03","04","07","14","15","20","22","23","25","28","34","35","38","45","46","54","65","0"
"30/07/12","5699","04","08","10","11","12","14","15","21","30","33","34","44","50","55","57","64","70","0"
"30/07/12","5698","01","03","12","14","18","22","24","26","31","43","50","55","58","59","61","65","66","0"
"29/07/12","5697","01","05","08","14","23","26","28","32","36","45","46","51","55","60","62","67","70","0"
"29/07/12","5696","04","15","16","19","20","36","37","39","40","42","45","54","57","59","61","67","69","0"
"27/07/12","5695","03","04","10","13","15","22","27","32","33","40","51","56","58","64","67","68","70","0"
"26/07/12","5694","02","07","08","09","12","13","16","20","21","22","23","24","39","47","56","64","65","1"
"26/07/12","5693","01","02","03","11","15","19","21","27","28","33","48","51","54","56","57","58","65","0"
"25/07/12","5692","01","04","08","12","14","15","16","24","25","31","35","39","44","45","50","56","65","0"
"25/07/12","5691","01","05","08","11","17","18","22","23","24","27","33","39","43","49","50","54","64","1"
"24/07/12","5690","12","16","19","30","39","42","49","53","54","55","58","59","62","65","66","69","70","0"
"24/07/12","5689","05","06","10","12","18","19","21","36","39","40","41","45","50","59","61","62","68","0"
"23/07/12","5688","02","07","10","12","13","14","17","23","30","33","34","40","48","52","56","60","65","0"
"23/07/12","5687","03","07","09","12","13","21","24","34","36","43","45","49","50","54","59","67","69","0"
"22/07/12","5686","03","04","05","07","08","10","12","16","20","23","29","36","40","50","53","55","59","1"
"22/07/12","5685","02","03","04","12","18","19","22","24","27","28","31","32","39","46","48","65","69","0"
"21/07/12","5684","18","19","22","23","27","29","34","37","40","41","43","45","48","58","59","68","70","0"
"20/07/12","5683","01","15","17","18","20","23","25","26","27","31","33","36","41","43","59","60","67","1"
"19/07/12","5682","01","07","08","17","20","23","26","27","32","35","40","53","56","62","63","68","69","0"
"19/07/12","5681","03","07","10","16","18","20","23","29","31","38","53","55","60","62","64","65","67","0"
"18/07/12","5680","01","10","12","14","23","24","29","31","37","40","47","52","53","54","62","66","68","1"
"18/07/12","5679","08","10","12","13","15","17","33","34","36","40","41","48","52","53","56","60","66","0"
"17/07/12","5678","01","03","10","11","13","14","15","18","23","26","28","37","45","48","63","67","68","3"
"17/07/12","5677","02","09","15","16","22","23","40","43","45","46","54","55","56","58","60","67","69","0"
"16/07/12","5676","02","05","10","11","35","36","40","42","46","48","52","54","62","65","66","67","68","0"
"16/07/12","5675","05","09","10","25","29","30","33","39","46","50","52","55","56","61","62","68","69","0"
"15/07/12","5674","03","05","08","12","14","17","19","26","28","35","45","54","57","60","61","69","70","0"
"15/07/12","5673","01","07","16","17","21","22","28","32","37","40","41","42","48","51","59","61","63","0"
"14/07/12","5672","02","03","06","12","30","32","36","38","44","46","47","50","56","59","63","65","69","1"
"13/07/12","5671","04","05","09","14","24","30","33","34","38","40","45","50","51","56","57","61","65","0"
"12/07/12","5670","02","05","11","16","18","25","26","28","32","33","41","42","45","51","56","64","65","0"
"12/07/12","5669","04","06","08","10","12","20","23","24","25","26","27","30","38","41","51","53","61","0"
"11/07/12","5668","10","14","17","18","19","25","34","38","40","41","43","48","58","61","63","65","69","0"
"11/07/12","5667","02","05","09","16","25","28","36","37","44","50","54","56","58","59","63","64","67","1"
"10/07/12","5666","01","08","10","15","18","19","27","36","39","42","48","49","52","53","58","59","63","0"
"10/07/12","5665","08","15","19","21","24","25","38","40","42","46","56","57","63","65","67","68","69","1"
"09/07/12","5664","01","02","04","05","08","13","14","15","20","25","34","42","47","50","52","62","67","0"
"09/07/12","5663","02","03","08","09","11","36","39","41","45","46","50","55","56","64","65","67","70","0"
"08/07/12","5662","06","08","10","16","19","21","25","28","31","42","48","52","55","63","66","67","68","0"
"08/07/12","5661","04","05","12","19","26","29","32","34","36","38","39","40","43","45","54","59","64","0"
"07/07/12","5660","02","16","18","21","22","23","27","29","36","45","47","49","52","53","54","58","66","2"
"06/07/12","5659","01","02","08","11","16","23","25","27","39","44","50","53","60","66","67","68","69","0"
"05/07/12","5658","04","07","13","19","23","28","32","34","35","39","42","44","48","49","52","63","70","1"
"05/07/12","5657","04","09","10","17","20","21","26","29","31","36","40","45","46","50","54","57","58","0"
"04/07/12","5656","02","03","05","08","10","17","18","26","36","43","45","50","52","54","64","66","68","1"
"04/07/12","5655","05","08","10","15","21","31","32","33","37","38","39","44","45","47","50","62","64","0"
"03/07/12","5654","03","06","09","12","15","16","25","31","34","36","37","47","48","57","63","64","68","0"
"03/07/12","5653","02","07","08","13","21","23","26","28","29","30","33","34","39","44","49","52","55","0"
"02/07/12","5652","03","05","17","18","21","24","36","38","45","48","53","55","61","62","63","64","66","1"
"02/07/12","5651","01","02","05","13","14","17","18","22","23","28","29","30","35","42","49","60","70","0"
"01/07/12","5650","09","10","11","13","15","16","21","25","29","32","40","41","52","53","54","57","59","0"
"01/07/12","5649","01","04","06","12","23","26","37","38","39","46","51","52","53","60","62","63","69","0"
"30/06/12","5648","03","14","18","23","34","35","36","38","40","44","46","51","53","58","66","68","69","0"
"29/06/12","5647","01","08","10","15","16","21","32","36","41","48","49","54","57","61","63","66","70","3"
"28/06/12","5646","02","09","13","14","16","22","25","29","32","33","42","46","49","52","60","62","68","1"
"28/06/12","5645","03","06","10","12","18","20","28","35","36","45","50","51","54","58","63","65","70","0"
"27/06/12","5644","13","15","18","24","26","28","30","32","33","36","42","43","47","52","55","59","61","1"
"27/06/12","5643","01","03","08","10","13","18","21","30","37","42","44","46","51","53","54","59","61","0"
"26/06/12","5642","07","12","16","19","22","24","30","31","38","47","52","61","62","65","66","69","70","1"
"26/06/12","5641","05","18","19","28","29","30","31","35","36","37","39","44","53","54","66","68","70","2"
"25/06/12","5640","01","11","14","16","17","19","20","22","34","35","36","41","42","46","47","61","70","0"
"25/06/12","5639","03","09","11","20","24","30","33","35","42","43","46","54","55","63","65","67","69","0"
"24/06/12","5638","10","11","12","16","23","24","29","32","34","37","42","45","49","59","66","68","69","0"
"24/06/12","5637","05","06","07","13","15","16","35","41","44","46","48","50","53","56","61","64","66","0"
"23/06/12","5636","04","08","09","20","24","26","33","35","37","40","46","50","56","58","66","69","70","0"
"22/06/12","5635","02","03","04","06","09","10","16","17","20","23","26","32","50","52","55","56","65","0"
"21/06/12","5634","05","12","16","19","20","24","25","29","33","44","48","50","54","58","67","68","70","0"
"21/06/12","5633","04","08","13","16","31","35","38","41","42","48","52","53","60","61","62","63","65","0"
"20/06/12","5632","01","03","10","13","15","18","20","26","38","42","48","51","53","54","59","61","70","1"
"20/06/12","5631","03","05","09","10","12","29","35","36","39","43","45","55","57","60","63","68","69","0"
"19/06/12","5630","01","04","11","13","22","23","32","37","39","48","50","51","56","62","64","65","70","0"
"19/06/12","5629","02","04","07","12","15","19","25","28","39","49","53","54","56","58","65","68","69","0"
"18/06/12","5628","01","20","21","22","23","24","32","36","38","55","56","58","61","62","63","64","70","0"
"18/06/12","5627","02","09","10","11","12","18","20","24","26","29","30","38","47","49","50","60","63","3"
"17/06/12","5626","02","09","10","19","24","27","31","33","35","44","47","48","57","58","65","68","70","0"
"17/06/12","5625","04","06","12","15","16","18","23","26","30","40","42","44","48","58","59","64","65","0"
"16/06/12","5624","18","24","27","29","32","34","39","40","44","45","49","54","58","60","61","69","70","0"
"15/06/12","5623","01","04","05","09","10","25","34","39","40","44","45","51","52","55","56","63","67","0"
"14/06/12","5622","02","10","16","20","22","36","37","42","43","50","51","53","54","56","60","66","67","0"
"14/06/12","5621","05","13","15","26","27","29","32","33","38","42","43","45","47","48","59","62","70","0"
"13/06/12","5620","18","19","22","26","31","39","41","43","45","47","48","53","58","60","61","66","67","0"
"13/06/12","5619","02","03","05","09","11","12","16","17","26","29","45","47","53","57","58","64","68","0"
"12/06/12","5618","06","17","23","28","32","35","38","39","40","49","53","54","55","56","58","60","68","0"
"12/06/12","5617","01","07","08","11","17","22","25","26","32","33","49","50","59","63","65","66","67","0"
"11/06/12","5616","06","10","17","22","23","25","27","29","31","35","36","39","40","46","53","62","69","0"
"11/06/12","5615","10","13","15","16","21","23","29","30","31","38","41","49","55","57","64","66","69","0"
"10/06/12","5614","08","13","18","22","23","28","32","33","37","40","52","53","56","57","60","63","67","1"
"10/06/12","5613","04","09","11","14","17","18","21","22","27","32","38","43","44","46","49","57","70","1"
"09/06/12","5612","05","06","16","21","22","23","24","32","37","40","41","50","56","57","60","64","67","0"
"08/06/12","5611","01","10","12","20","23","33","36","47","51","52","53","60","61","63","65","67","68","0"
"07/06/12","5610","03","08","10","19","21","24","28","38","39","41","49","51","52","58","65","66","68","0"
"07/06/12","5609","03","15","19","22","25","28","40","41","43","47","56","57","60","63","64","65","68","0"
"06/06/12","5608","05","06","07","14","17","24","30","31","32","34","40","41","55","60","61","65","68","1"
"06/06/12","5607","01","02","03","04","11","13","16","18","19","28","30","38","39","47","52","56","64","1"
"05/06/12","5606","04","05","06","14","15","16","18","23","30","31","41","45","53","54","55","65","67","0"
"05/06/12","5605","10","12","14","15","17","26","42","44","47","50","54","55","56","65","67","68","70","1"
"04/06/12","5604","02","05","13","17","19","20","22","26","27","34","35","39","42","49","50","62","63","0"
"04/06/12","5603","02","03","06","08","11","13","17","18","27","35","41","42","43","49","50","51","62","1"
"03/06/12","5602","14","15","24","26","31","36","37","39","44","45","53","54","55","56","57","58","65","0"
"03/06/12","5601","03","05","06","09","10","11","19","20","23","29","41","49","54","59","64","67","68","0"
"02/06/12","5600","07","12","21","26","27","30","31","33","35","43","53","54","61","62","65","67","69","0"
"01/06/12","5599","03","08","09","13","20","21","25","26","27","33","35","39","42","49","51","63","70","0"
"31/05/12","5598","06","09","12","13","15","16","19","24","25","29","31","33","34","36","57","59","63","1"
"31/05/12","5597","04","05","08","24","26","28","32","33","40","50","53","54","57","62","64","67","70","0"
"30/05/12","5596","01","05","13","15","18","19","24","37","46","49","50","53","57","58","63","65","70","0"
"30/05/12","5595","02","04","11","12","13","17","30","32","33","34","44","47","53","54","57","65","66","0"
"29/05/12","5594","02","12","13","16","26","29","33","36","37","41","45","48","54","56","58","63","67","0"
"29/05/12","5593","01","03","06","08","11","14","18","19","22","26","27","30","48","50","56","64","65","0"
"28/05/12","5592","03","04","10","14","16","19","21","24","29","36","48","49","54","57","58","64","65","0"
"28/05/12","5591","02","03","08","09","11","13","20","25","30","37","39","40","52","56","61","63","66","0"
"27/05/12","5590","02","04","08","18","19","25","27","30","31","32","33","36","37","47","50","58","65","0"
"25/05/12","5589","02","08","18","20","21","24","27","33","36","40","43","45","49","53","55","64","67","0"
"24/05/12","5588","02","06","10","14","18","21","22","26","27","40","41","45","50","52","59","60","63","1"
"24/05/12","5587","05","10","13","14","19","28","35","36","42","50","51","53","55","59","63","66","68","0"
"23/05/12","5586","02","03","05","06","08","19","26","29","30","34","35","41","49","53","57","60","66","0"
"23/05/12","5585","01","02","04","08","15","22","23","27","38","41","46","51","54","55","57","58","65","0"
"22/05/12","5584","02","03","04","06","23","24","27","28","30","33","34","36","37","45","51","52","69","0"
"22/05/12","5583","02","09","10","13","17","25","28","30","31","34","38","52","55","61","68","69","70","0"
"21/05/12","5582","02","04","07","10","11","14","21","24","30","31","34","43","49","50","52","57","67","0"
"21/05/12","5581","05","06","07","14","21","22","23","25","31","36","38","39","45","47","49","58","70","0"
"20/05/12","5580","02","14","17","19","25","33","34","41","43","45","46","52","55","59","62","65","69","0"
"20/05/12","5579","04","12","14","15","16","22","23","28","30","41","43","47","51","54","56","64","66","0"
"19/05/12","5578","11","17","18","22","35","37","38","41","42","46","49","50","52","54","55","59","61","0"
"18/05/12","5577","05","11","14","15","18","25","27","32","34","38","48","49","51","54","57","64","65","0"
"17/05/12","5576","04","05","07","09","14","17","23","26","28","32","39","40","42","50","56","64","65","1"
"17/05/12","5575","12","15","21","26","28","30","33","35","37","45","48","49","50","53","58","65","66","2"
"16/05/12","5574","03","04","05","07","11","16","18","20","23","27","40","41","47","50","53","55","59","1"
"16/05/12","5573","04","13","18","24","25","26","27","29","36","37","41","42","49","51","54","55","66","0"
"15/05/12","5572","02","05","06","08","12","13","21","23","32","38","40","44","52","53","56","62","65","1"
"15/05/12","5571","04","09","13","16","17","18","19","21","24","26","31","38","46","50","51","58","60","0"
"14/05/12","5570","10","15","19","22","32","34","35","39","41","43","45","47","48","50","58","60","62","0"
"14/05/12","5569","01","03","21","25","33","35","37","38","44","46","56","58","59","60","64","65","68","0"
"13/05/12","5568","05","06","12","13","14","16","20","24","26","33","39","47","51","52","54","55","68","1"
"13/05/12","5567","10","14","15","16","19","20","21","22","25","28","41","55","56","57","59","63","64","1"
"12/05/12","5566","02","05","06","13","15","19","24","26","30","32","36","37","40","48","51","62","69","0"
"11/05/12","5565","03","04","11","12","15","17","18","21","29","33","37","46","56","64","66","68","70","0"
"10/05/12","5564","04","05","15","18","20","24","25","34","38","39","58","61","63","64","65","67","70","1"
